group,scenario,curvature,uncertaintyScale,targetCurvature,targetSpeedRate,initialLateral,initialHeading,initialSpeed,roadBoundaries,horizonSeconds,confirmationRange,completed,passed,executedHolds,failureIdentifier,failureMessage,minNodeGap,minSampledGap,minDomainMargin,minTerminalMargin,maxClfResidual,recursiveFeasibilityGuaranteed,maxFrameMs
D-initHeading,cruise,0.01,0,0,0,0,0.1,0,0,1.6,16,1,1,240,,"",Inf,Inf,0.311316052296675,0.173680780463586,-2.80371225312828e-06,1,11.294
D-initHeading,cruise,0.01,0,0,0,0,0.2,0,0,1.6,16,1,1,240,,"",Inf,Inf,0.211316052296675,0.17366067357809,-2.93091543352284e-06,1,10.22
D-initHeading,cruise,0.01,0,0,0,0,0.3,0,0,1.6,16,1,1,240,,"",Inf,Inf,0.111316052296675,0.173640693092154,-3.01651433728608e-06,1,11.331
D-initSpeed,cruise,0.01,0,0,0,0,0,-2,0,1.6,16,1,1,240,,"",Inf,Inf,0.387840078893862,0.173699789334326,-2.38555876520045e-06,1,9.973
D-initSpeed,cruise,0.01,0,0,0,0,0,2,0,1.6,16,1,1,240,,"",Inf,Inf,0.388511082679565,0.173698855665176,-2.43219423996146e-06,1,13.745
D-initLateral,stationary,0,0,0,0,0.5,0,0,0,1.6,16,1,0,240,,"",8.9126410761973e-05,-9.42400546808386e-05,0.0662488379804224,0.181919566269478,-2.99942523942335e-06,1,49.236
D-initLateral,stationary,0,0,0,0,1,0,0,0,1.6,16,1,0,240,,"",8.99757241845472e-05,-0.0203246956775744,0.118050312393764,0.181916987685475,-2.99956825728372e-06,1,43.23
D-initLateral,stationary,0,0,0,0,2,0,0,0,1.6,16,1,0,240,,"",7.77283623221159e-05,-0.00145665680184326,0.0753190835035569,0.181764681542978,-2.99711398343099e-06,1,41.76
D-initLateral,stationary,0,0,0,0,3,0,0,0,1.6,16,1,1,240,,"",0.000103009030723689,8.88066331359294e-05,0.100977007577716,0.181764501908031,-2.99715202036041e-06,1,39.047
D-initHeading,stationary,0,0,0,0,0,0.1,0,0,1.6,16,1,0,240,,"",9.25414438252368e-05,-0.000492018351959445,0.0618988362797897,0.181902445380681,-2.99437101144722e-06,1,43.468
D-initHeading,stationary,0,0,0,0,0,0.2,0,0,1.6,16,1,0,240,,"",8.85075750454156e-05,-0.00228592913859904,0.0845074933703072,0.181791050716528,-2.5022271925231e-06,1,38.713
D-initHeading,stationary,0,0,0,0,0,0.3,0,0,1.6,16,1,1,240,,"",0.000100859639476925,7.30166197178507e-05,0.0664690721712775,0.181806942404827,-2.50803396890178e-06,1,40.994
D-initSpeed,stationary,0,0,0,0,0,0,-2,0,1.6,16,1,0,240,,"",7.62590766345541e-05,-0.0406640296133649,0.0174781213774085,0.181036299383225,-8.50191941772948e-07,1,45.985
D-initSpeed,stationary,0,0,0,0,0,0,2,0,1.6,16,1,1,240,,"",8.55095549653441e-05,8.55095549653441e-05,0.0140754190295827,0.181512327534662,-5.9067300879635e-07,1,36.249
D-initLateral,stationary,0.01,0,0,0,0.5,0,0,0,1.6,16,1,1,240,,"",0.101180501693705,0.100662445010116,0.0872810173394312,0.173238405918379,-9.62044857667757e-07,1,46.204
D-initLateral,stationary,0.01,0,0,0,1,0,0,0,1.6,16,1,1,240,,"",0.104991148804437,0.101329787996563,0.125038942659428,0.173345972943278,-1.45363912548965e-06,1,46.096
D-initLateral,stationary,0.01,0,0,0,2,0,0,0,1.6,16,1,1,240,,"",0.118355729065985,0.0910773047868184,0.119640354191334,0.173438623886981,-2.83901394412046e-06,1,74.467
D-initLateral,stationary,0.01,0,0,0,3,0,0,0,1.6,16,1,1,240,,"",0.102392343158372,0.0632974796286617,0.0832812363375604,0.173092309706074,-2.83948683033877e-06,1,41.365
D-initHeading,stationary,0.01,0,0,0,0,0.1,0,0,1.6,16,1,1,240,,"",0.0493560942108813,0.0433718951051094,-0.138277838970834,0.173423514947134,-2.82733101529674e-06,1,50.495
D-initHeading,stationary,0.01,0,0,0,0,0.2,0,0,1.6,16,1,1,240,,"",0.110780226350686,0.108751529320378,0.0759026258838348,0.173095044896345,-2.41491195162081e-06,1,42.359
D-initHeading,stationary,0.01,0,0,0,0,0.3,0,0,1.6,16,1,1,240,,"",0.10995204829467,0.106199002645055,0.0933189903563897,0.173110608809348,-1.52795737215888e-06,1,38.405
D-initSpeed,stationary,0.01,0,0,0,0,0,-2,0,1.6,16,1,1,240,,"",0.0953282307643599,0.0953248285928266,-0.111502033432047,0.171999612294447,-6.6504412861795e-07,1,43.963
D-initSpeed,stationary,0.01,0,0,0,0,0,2,0,1.6,16,1,1,240,,"",0.100542960534124,0.0989046663815168,-0.0184211218193237,0.17276921660432,-2.82898329406164e-06,1,37.221
E-road,stationary,0,0,0,0,0,0,0,1,1.6,16,1,0,240,,"",8.88375094491229e-05,-0.00076114692665108,-0.0302495256382116,0.112158652074508,-8.79265282276303e-06,1,198.628
E-road,oncoming,0,0,0,0,0,0,0,1,1.6,16,1,1,240,,"",0.180380628647662,0.175510093479954,-0.27168021362483,0.110752631599096,-8.7931227812078e-06,1,50.615
E-road,crossing,0,0,0,0,0,0,0,1,1.6,16,1,1,240,,"",9.5195333784786,9.5195333784786,0.399945442817299,0.112646743624786,-5.57035112934859e-06,1,32.49
E-road,cruise,0,0,0,0,0,0,0,1,1.6,16,1,1,240,,"",Inf,Inf,0.4,0.112647284658949,-1.92732894110933e-05,1,20.972
F-horizon,oncoming,0,0,0,0,0,0,0,0,0.8,16,1,1,240,,"",0.180370321989268,0.175498862120733,-0.271678709629107,0.180364077871354,-3.39770504676098e-06,1,51.42
F-horizon,oncoming,0,0,0,0,0,0,0,0,1.2,16,1,1,240,,"",0.180457652831443,0.175600833278484,-0.271748980269143,0.179800339615328,-5.14059274092253e-06,1,38.429
F-horizon,oncoming,0,0,0,0,0,0,0,0,2.4,16,1,1,240,,"",0.180302246931037,0.175423394049462,-0.271619477475346,0.181403283936875,-8.41225330770675e-06,1,44.039
F-horizon,oncoming,0,0,0,0,0,0,0,0,3.2,16,1,1,240,,"",0.180370241445945,0.175498753149297,-0.271678743772553,0.180510290963833,-6.36452421105054e-06,1,40.088
F-horizon,crossing,0,0,0,0,0,0,0,0,0.8,16,1,1,240,,"",9.51960094198459,9.51960094198459,0.399958031676548,0.182399864833152,-4.24779258781669e-06,1,21.682
F-horizon,crossing,0,0,0,0,0,0,0,0,1.2,16,1,1,240,,"",9.51951802880871,9.51951802880871,0.399837931262775,0.182402682310703,-3.28753723835736e-06,1,17.058
F-horizon,crossing,0,0,0,0,0,0,0,0,2.4,16,1,1,240,,"",9.51969611723485,9.51969611723485,0.39993970590557,0.182404322410131,-8.4789714289394e-06,1,23.692
F-horizon,crossing,0,0,0,0,0,0,0,0,3.2,16,1,1,240,,"",9.51972090589894,9.51972090589894,0.399962106581658,0.182403974754115,-1.39108995057949e-05,1,38.691
G-confirm,oncoming,0,0,0,0,0,0,0,0,1.6,10,1,1,240,,"",0.171476355266219,0.163271671683069,-0.28620656592316,0.178749596915138,-2.99365479464044e-06,1,29.735
G-confirm,oncoming,0,0,0,0,0,0,0,0,1.6,24,1,1,240,,"",0.156524679176182,0.153711165849699,-0.253761933207452,0.181264268770164,-2.99921838537281e-06,1,52.147
G-confirm,oncoming,0,0,0,0,0,0,0,0,1.6,32,1,1,240,,"",0.144549555712645,0.142536544602974,-0.243687336215038,0.182208698016546,-2.99930516334769e-06,1,73.741
G-confirm,crossing,0,0,0,0,0,0,0,0,1.6,10,1,1,240,,"",9.51971637828284,9.51971637828284,0.4,0.182404774101373,-8.43003141281889e-06,1,17.892
G-confirm,crossing,0,0,0,0,0,0,0,0,1.6,24,1,1,240,,"",9.51960515879747,9.51960515879747,0.39986667388926,0.182401788016022,-3.85933412256377e-06,1,16.42
G-confirm,crossing,0,0,0,0,0,0,0,0,1.6,32,1,1,240,,"",9.51949461246986,9.51949461246986,0.399737339110292,0.182398453981699,-3.4781170869192e-06,1,17.491
