group,scenario,curvature,uncertaintyScale,targetJerk,targetYawAcc,initialLateral,initialHeading,initialSpeed,roadBoundaries,horizonSeconds,confirmationRange,completed,passed,executedHolds,failureIdentifier,failureMessage,minNodeGap,minSampledGap,minDomainMargin,minTerminalMargin,maxClfResidual,recursiveFeasibilityGuaranteed,maxFrameMs
E-road,oncoming,0,0,0,0,0,0,0,1,1.6,16,0,0,0,collisionAvoidanceController:optimizationFailed,"The recursive cruise certificate requires an unbounded road-free reference domain.",Inf,Inf,Inf,NaN,NaN,0,6.5
E-road,crossing,0,0,0,0,0,0,0,1,1.6,16,0,0,0,collisionAvoidanceController:optimizationFailed,"The recursive cruise certificate requires an unbounded road-free reference domain.",Inf,Inf,Inf,NaN,NaN,0,14.758
E-road,cruise,0,0,0,0,0,0,0,1,1.6,16,0,0,0,collisionAvoidanceController:optimizationFailed,"The recursive cruise certificate requires an unbounded road-free reference domain.",Inf,Inf,Inf,NaN,NaN,0,2.67
F-horizon,oncoming,0,0,0,0,0,0,0,0,0.8,16,1,1,240,,"",0.0477434861615224,0.0380623161307095,-0.155012427450132,0.0222092716972234,-1.41130965905805e-05,1,59.384
F-horizon,oncoming,0,0,0,0,0,0,0,0,1.2,16,1,1,240,,"",0.0477599257399947,0.0378809443494655,-0.155089194328714,2.55518644896313e-05,-8.19189283985361e-06,1,29.514
F-horizon,oncoming,0,0,0,0,0,0,0,0,2.4,16,1,1,240,,"",0.0477218538501968,0.03819875954833,-0.154959565939808,0.0834786213926868,-1.70223512238902e-05,1,34.873
F-horizon,oncoming,0,0,0,0,0,0,0,0,3.2,16,1,1,240,,"",0.0477435285604485,0.0380623777597232,-0.155012420541824,0.0222092021036595,-1.23841340759643e-05,1,30.413
F-horizon,crossing,0,0,0,0,0,0,0,0,0.8,16,1,1,240,,"",9.51970280131978,9.51970280131978,0.399962944625651,0.182239127602334,-5.31773265160478e-06,1,15.071
F-horizon,crossing,0,0,0,0,0,0,0,0,1.2,16,1,1,240,,"",9.51968816979399,9.51968816979399,0.399904058616462,0.182219132079996,-6.65011968078334e-06,1,15.564
F-horizon,crossing,0,0,0,0,0,0,0,0,2.4,16,1,1,240,,"",9.51971927662081,9.51971927662081,0.399985777148154,0.182398346748354,-8.88450857655203e-06,1,23.664
F-horizon,crossing,0,0,0,0,0,0,0,0,3.2,16,1,1,240,,"",9.51973204099092,9.51973204099092,0.399927653801128,0.182392280572364,-8.84587279651955e-06,1,29.251
G-confirm,oncoming,0,0,0,0,0,0,0,0,1.6,10,1,1,240,,"",0.0939996826334051,0.0935156148877146,-0.246423931597499,1.60349909935076e-05,-5.64925732680803e-06,1,25.703
G-confirm,oncoming,0,0,0,0,0,0,0,0,1.6,24,1,1,240,,"",0.00903266235383155,0.00822321471240756,-0.0654309508556627,0.0886397626644663,-5.63189674414829e-06,1,40.957
G-confirm,oncoming,0,0,0,0,0,0,0,0,1.6,32,1,0,240,,"",0.00365429709910843,-0.000653372957307941,-0.0310313201303298,0.171224166243744,-5.64826073149603e-06,1,51.394
G-confirm,crossing,0,0,0,0,0,0,0,0,1.6,10,1,1,240,,"",9.51971638176521,9.51971638176521,0.4,0.182404774938027,-6.47797762224375e-06,1,28.331
G-confirm,crossing,0,0,0,0,0,0,0,0,1.6,24,1,1,240,,"",9.51968170355745,9.51968170355745,0.399868471722518,0.182285090058539,-5.77316174746238e-06,1,16.524
G-confirm,crossing,0,0,0,0,0,0,0,0,1.6,32,1,1,240,,"",9.51968416782058,9.51968416782058,0.399882851545282,0.182155286085587,-5.81946321957498e-06,1,16.337
